date,gasUsedApproveArbitrum,gasUsedDepositArbitrum,gasUsedExecuteBridgeAmoy,timeAproveArbitrum,timeDepositArbitrum,timeExecuteBridgeAmoy,priceAmoy,priceArbitrum(USD),priceArbitrum(USD),priceArbitrum (USD),full Time(ms),gasPriceAmoy,gasPriceArbitrum
2024-11-22T09:44:38.905Z,79854,84257,87018,8188,3679,9945,0.459153,3370.95,23724,47045000000,100000000
2024-11-22T10:25:11.242Z,101607,106010,87018,3760,3646,9657,0.457878,3353.9,19915,56924450000,101210000
2024-11-22T10:56:25.047Z,178563,182966,87018,3699,2859,9115,0.457745,3327.37,17496,143484000018,100000000
